timestamp,optimization_step,loss_critic,loss_actor,loss_temperature,loss_discrete_critic,temperature,critic_grad_norm,actor_grad_norm,temperature_grad_norm,discrete_critic_grad_norm,replay_buffer_size,offline_replay_buffer_size,optimization_freq_hz,q_mean,q_std,q_min,q_max,entropy_term,q_target_mean,q_target_std,td_error_mean,td_error_std,td_error_max,critic_disagreement,policy_entropy_raw,policy_log_prob_mean,actor_loss_q_term,actor_loss_entropy_term,step_time_ms,gpu_mem_current_mb,gpu_mem_peak_mb
35.8,740,1.3346,7.7316,-0.4336,,0.7936,1.6848,2.1979,1.8780,,189440,1630,38.10,-6.4341,0.0787,-6.6224,-6.1282,1.2880,-6.5127,1.1478,0.5981,0.9880,6.4194,0.0699,-1.6220,1.6220,6.4440,1.2876,26.24,29.6,241.4
36.1,750,2.3581,7.8448,-0.4323,,0.7912,0.8885,1.9914,1.8480,,192000,1630,37.81,-6.5388,0.0730,-6.7174,-6.3486,1.3070,-6.3699,1.5399,0.7019,1.3667,7.2908,0.0712,-1.6520,1.6520,6.5374,1.3074,26.45,29.6,241.4
36.4,760,2.8511,7.7760,-0.4298,,0.7888,0.5300,2.0267,1.8135,,194560,1630,37.67,-6.4496,0.0681,-6.6264,-6.2761,1.3352,-6.3636,1.6933,0.8686,1.4492,7.3621,0.0701,-1.6865,1.6865,6.4453,1.3307,26.54,29.6,241.4
36.7,770,2.1059,7.8598,-0.4295,,0.7863,0.8273,1.8462,1.7890,,197120,1630,37.44,-6.5019,0.0651,-6.6856,-6.3163,1.3454,-6.4828,1.4504,0.7409,1.2483,7.5051,0.0715,-1.7110,1.7110,6.5139,1.3458,26.71,29.6,241.4
36.9,780,2.6984,7.8800,-0.4406,,0.7840,0.5966,2.2235,1.8124,,199680,1630,38.35,-6.5532,0.0672,-6.7008,-6.3494,1.3230,-6.4283,1.6444,0.8175,1.4261,6.5623,0.0692,-1.6876,1.6876,6.5566,1.3234,26.07,29.6,241.4
37.2,790,2.5943,7.9819,-0.4510,,0.7816,1.2527,1.6881,1.8321,,200000,1630,38.35,-6.6787,0.0667,-6.8281,-6.5026,1.3066,-6.4734,1.6081,0.7254,1.4394,6.7307,0.0676,-1.6679,1.6679,6.6779,1.3040,26.07,29.6,241.4
37.5,800,1.9416,7.8876,-0.4569,,0.7792,1.3846,2.0754,1.8335,,200000,1630,38.43,-6.5925,0.0654,-6.7713,-6.4199,1.2985,-6.6351,1.3938,0.7251,1.1904,6.5917,0.0687,-1.6665,1.6665,6.5887,1.2989,26.02,29.6,241.4
37.7,810,2.5930,7.9795,-0.4617,,0.7768,0.6138,1.7306,1.8302,,200000,1630,37.51,-6.6857,0.0608,-6.8446,-6.5133,1.2971,-6.5586,1.6143,0.7625,1.4196,6.6656,0.0683,-1.6698,1.6698,6.6819,1.2975,26.66,29.6,241.4
38.0,820,3.0689,7.9995,-0.4700,,0.7744,0.8159,2.1193,1.8409,,200000,1630,16.84,-6.7131,0.0625,-6.8613,-6.5046,1.2891,-6.5698,1.7524,0.8369,1.5405,7.6531,0.0703,-1.6591,1.6591,6.7142,1.2853,59.40,29.6,241.4
38.6,830,2.9457,8.0642,-0.4719,,0.7721,0.8233,1.6856,1.8265,,200000,1630,18.41,-6.7651,0.0670,-6.9624,-6.5391,1.2921,-6.6107,1.7206,0.8079,1.5158,7.6113,0.0689,-1.6735,1.6735,6.7717,1.2925,54.32,29.6,241.4
39.1,840,2.4810,8.1340,-0.4712,,0.7697,0.8046,2.4297,1.8027,,200000,1630,21.14,-6.8283,0.0653,-7.0126,-6.6408,1.3071,-6.6749,1.5860,0.7153,1.4046,6.8187,0.0676,-1.6973,1.6973,6.8271,1.3069,47.30,29.6,241.4
39.6,850,2.4682,8.1464,-0.4776,,0.7674,0.5611,1.6288,1.8060,,200000,1630,19.80,-6.8431,0.0626,-7.0112,-6.6744,1.3010,-6.7271,1.5734,0.7118,1.4017,7.7339,0.0689,-1.6940,1.6940,6.8460,1.3004,50.50,29.6,241.4
40.1,860,1.7254,8.0381,-0.4885,,0.7651,2.1701,1.7193,1.8262,,200000,1630,20.62,-6.7523,0.0644,-6.9445,-6.5745,1.2806,-6.8849,1.2969,0.7134,1.1033,6.7378,0.0657,-1.6738,1.6738,6.7572,1.2810,48.50,29.6,241.4
40.6,870,3.1414,8.1843,-0.5023,,0.7627,1.3597,1.6393,1.8564,,200000,1630,19.20,-6.9284,0.0682,-7.0864,-6.7412,1.2634,-6.7189,1.7648,0.8012,1.5828,6.9662,0.0652,-1.6436,1.6436,6.9303,1.2540,52.08,29.6,241.4
41.1,880,2.8344,8.2108,-0.4954,,0.7604,0.5861,2.2538,1.8105,,200000,1630,18.96,-6.9276,0.0648,-7.1144,-6.7246,1.2992,-6.8119,1.6882,0.7862,1.4902,7.8224,0.0677,-1.6895,1.6895,6.9257,1.2851,52.75,29.6,241.4
41.6,890,2.0208,8.1951,-0.5094,,0.7581,1.2399,1.5695,1.8411,,200000,1630,19.04,-6.9202,0.0636,-7.0951,-6.6945,1.2660,-6.9561,1.4191,0.6956,1.2407,7.8497,0.0639,-1.6589,1.6589,6.9372,1.2580,52.53,29.6,241.4
42.1,900,1.3334,8.2175,-0.5162,,0.7558,1.6384,1.4790,1.8457,,200000,1630,19.13,-6.9663,0.0580,-7.1156,-6.8173,1.2503,-7.0478,1.1427,0.5682,1.0054,6.9597,0.0628,-1.6543,1.6543,6.9668,1.2507,52.27,29.6,241.4
42.7,910,2.3495,8.2786,-0.5188,,0.7535,0.5491,1.5054,1.8348,,200000,1630,18.54,-7.0104,0.0627,-7.1900,-6.8073,1.2567,-6.9615,1.5356,0.7155,1.3568,7.8327,0.0640,-1.6652,1.6652,7.0236,1.2551,53.93,29.6,241.4
43.2,920,0.9853,8.3057,-0.5251,,0.7512,2.3556,1.3575,1.8373,,200000,1630,19.01,-7.0321,0.0578,-7.1818,-6.8373,1.2490,-7.1818,0.9624,0.5330,0.8365,7.0121,0.0672,-1.6627,1.6627,7.0563,1.2494,52.61,29.6,241.4
43.7,930,3.4005,8.3601,-0.5378,,0.7489,1.7586,1.8995,1.8621,,200000,1630,19.79,-7.1391,0.0577,-7.3056,-6.9846,1.2284,-6.8883,1.8354,0.8311,1.6482,8.1598,0.0639,-1.6379,1.6379,7.1331,1.2270,50.53,29.6,241.4
44.2,940,2.9861,8.3107,-0.5322,,0.7466,0.5270,1.9914,1.8234,,200000,1630,19.56,-7.0491,0.0571,-7.2003,-6.8711,1.2518,-6.9759,1.7345,0.8479,1.5074,7.9999,0.0633,-1.6766,1.6766,7.0585,1.2522,51.13,29.6,241.4
44.7,950,1.2959,8.3315,-0.5450,,0.7444,2.6171,1.7947,1.8480,,200000,1630,19.70,-7.0780,0.0607,-7.2251,-6.8957,1.2425,-7.2570,1.1041,0.6169,0.9566,8.0423,0.0642,-1.6520,1.6520,7.1014,1.2301,50.77,29.6,241.4
45.3,960,2.5724,8.3991,-0.5424,,0.7421,0.4422,1.9210,1.8207,,200000,1630,18.43,-7.1569,0.0605,-7.3310,-6.9968,1.2468,-7.0781,1.6102,0.7486,1.4199,7.1272,0.0634,-1.6793,1.6793,7.1525,1.2466,54.25,29.6,241.4
45.8,970,2.2193,8.4293,-0.5450,,0.7399,1.0291,1.4728,1.8109,,200000,1630,19.32,-7.1633,0.0593,-7.3590,-6.9959,1.2515,-7.1808,1.4871,0.7185,1.3062,7.2164,0.0613,-1.6891,1.6891,7.1792,1.2501,51.77,29.6,241.4
46.3,980,1.8166,8.5070,-0.5648,,0.7376,0.5659,2.0503,1.8579,,200000,1630,19.82,-7.2995,0.0547,-7.4315,-7.1369,1.2164,-7.2622,1.3472,0.6008,1.2074,7.2852,0.0616,-1.6421,1.6421,7.2953,1.2116,50.45,29.6,241.4
46.8,990,2.8400,8.3076,-0.5844,,0.7354,0.8927,1.4575,1.9035,,200000,1630,18.23,-7.1443,0.0596,-7.3182,-6.9777,1.1881,-7.1420,1.6857,0.8497,1.4570,7.1730,0.0618,-1.5965,1.5965,7.1331,1.1744,54.86,29.6,241.4
47.3,1000,2.9253,8.4684,-0.5578,,0.7332,0.6361,1.6718,1.7989,,200000,1630,19.23,-7.2032,0.0600,-7.3734,-7.0584,1.2472,-7.1674,1.7101,0.8406,1.4912,8.1352,0.0639,-1.7011,1.7011,7.2208,1.2476,52.01,29.6,241.4
47.9,1010,1.7022,8.5663,-0.5723,,0.7309,0.9866,1.6353,1.8277,,200000,1630,19.62,-7.3309,0.0526,-7.4533,-7.1377,1.2224,-7.3458,1.3039,0.5965,1.1612,8.2340,0.0588,-1.6723,1.6723,7.3436,1.2228,50.97,29.6,241.4
48.4,1020,3.0416,8.4764,-0.5875,,0.7287,0.4622,1.3664,1.8585,,200000,1630,19.50,-7.2949,0.0557,-7.4374,-7.1522,1.1972,-7.2184,1.7482,0.8335,1.5337,8.2012,0.0630,-1.6415,1.6415,7.2798,1.1966,51.27,29.6,241.4
48.9,1030,3.3869,8.5252,-0.5821,,0.7265,0.6408,1.9915,1.8237,,200000,1630,17.53,-7.3035,0.0575,-7.4581,-7.1413,1.2179,-7.1839,1.8463,0.8890,1.6134,8.2676,0.0621,-1.6763,1.6763,7.3069,1.2183,57.03,29.6,241.4
49.4,1040,3.2041,8.6257,-0.5844,,0.7243,1.0707,1.3816,1.8139,,200000,1630,19.81,-7.4033,0.0521,-7.5495,-7.2649,1.2213,-7.2291,1.7939,0.8059,1.6004,8.3225,0.0596,-1.6861,1.6861,7.4041,1.2217,50.47,29.6,241.4
49.9,1050,2.7594,8.6352,-0.5888,,0.7221,0.5348,1.8340,1.8105,,200000,1630,19.79,-7.4094,0.0513,-7.5462,-7.2644,1.2214,-7.3550,1.6640,0.7735,1.4718,7.4184,0.0597,-1.6895,1.6895,7.4148,1.2204,50.52,29.6,241.4
50.4,1060,3.8899,8.6431,-0.5972,,0.7199,1.4805,1.6218,1.8191,,200000,1630,19.38,-7.4448,0.0528,-7.5603,-7.3011,1.2119,-7.2312,1.9688,0.9018,1.7566,8.3736,0.0587,-1.6809,1.6809,7.4326,1.2105,51.59,29.6,241.4
51.0,1070,2.6127,8.5477,-0.6133,,0.7178,0.9860,1.5191,1.8510,,200000,1630,20.05,-7.3732,0.0475,-7.4910,-7.2618,1.1913,-7.3850,1.6106,0.8155,1.3971,7.3769,0.0606,-1.6490,1.6490,7.3638,1.1839,49.88,29.6,241.4
51.5,1080,4.5914,8.5533,-0.6109,,0.7156,1.2187,1.4323,1.8270,,200000,1630,18.74,-7.3485,0.0530,-7.4770,-7.1623,1.1972,-7.1643,2.1435,1.0992,1.8420,8.2959,0.0616,-1.6730,1.6730,7.3558,1.1975,53.35,29.6,241.4
52.0,1090,3.3234,8.7542,-0.6112,,0.7134,1.4163,1.3477,1.8116,,200000,1630,18.66,-7.5469,0.0554,-7.7262,-7.3740,1.2045,-7.3407,1.8180,0.7869,1.6467,8.5423,0.0577,-1.6884,1.6884,7.5493,1.2049,53.60,29.6,241.4
52.5,1100,4.9534,8.5784,-0.6305,,0.7113,1.8396,1.8654,1.8521,,200000,1630,19.94,-7.4280,0.0547,-7.5961,-7.2788,1.1732,-7.1785,2.2159,1.1074,1.9335,8.4190,0.0589,-1.6479,1.6479,7.4059,1.1724,50.15,29.6,241.4
53.0,1110,3.0765,8.6684,-0.6297,,0.7091,0.9824,1.4004,1.8335,,200000,1630,18.84,-7.4579,0.0562,-7.5924,-7.2835,1.1833,-7.4715,1.7549,0.8737,1.5229,7.5039,0.0563,-1.6665,1.6665,7.4864,1.1820,53.08,29.6,241.4
53.6,1120,2.2599,8.8152,-0.6317,,0.7070,0.4131,1.6750,1.8231,,200000,1630,18.73,-7.6308,0.0559,-7.7696,-7.4829,1.1855,-7.5541,1.5095,0.6469,1.3585,8.4893,0.0569,-1.6769,1.6769,7.6294,1.1859,53.39,29.6,241.4
54.1,1130,2.9091,8.7448,-0.6433,,0.7048,0.7784,1.4718,1.8406,,200000,1630,18.94,-7.5752,0.0477,-7.7066,-7.4469,1.1696,-7.5617,1.7059,0.8118,1.5018,7.5842,0.0598,-1.6594,1.6594,7.5749,1.1699,52.79,29.6,241.4
54.6,1140,4.4397,8.6568,-0.6584,,0.7027,1.1511,1.5478,1.8677,,200000,1630,18.95,-7.5220,0.0513,-7.6721,-7.3653,1.1500,-7.3487,2.1060,1.0528,1.8279,7.5254,0.0566,-1.6323,1.6323,7.5094,1.1474,52.77,29.6,241.4
55.1,1150,2.9054,8.7759,-0.6455,,0.7006,0.8778,1.3977,1.8154,,200000,1630,19.63,-7.5748,0.0526,-7.7152,-7.3977,1.1801,-7.5763,1.7103,0.8273,1.4922,7.5719,0.0558,-1.6846,1.6846,7.5954,1.1805,50.95,29.6,241.4
55.6,1160,3.3484,8.7884,-0.6643,,0.6984,0.6057,1.4205,1.8526,,200000,1630,19.52,-7.6434,0.0551,-7.7773,-7.4936,1.1506,-7.5261,1.8354,0.8420,1.6268,7.6348,0.0594,-1.6474,1.6474,7.6375,1.1509,51.22,29.6,241.4
56.1,1170,4.2018,8.7327,-0.6643,,0.6963,0.5638,1.7445,1.8369,,200000,1630,18.66,-7.5715,0.0565,-7.7082,-7.4195,1.1580,-7.4811,2.0556,1.0325,1.7734,8.4635,0.0565,-1.6631,1.6631,7.5743,1.1584,53.58,29.6,241.4
56.7,1180,2.5219,8.9180,-0.6649,,0.6942,0.7545,1.9501,1.8231,,200000,1630,18.92,-7.7252,0.0566,-7.8769,-7.5037,1.1641,-7.7168,1.5855,0.7181,1.4182,7.7564,0.0565,-1.6769,1.6769,7.7535,1.1645,52.85,29.6,241.4
57.2,1190,2.7551,8.8819,-0.6736,,0.6921,0.5466,1.3618,1.8320,,200000,1630,18.67,-7.7415,0.0549,-7.8882,-7.5588,1.1544,-7.7013,1.6609,0.7583,1.4784,7.7424,0.0578,-1.6680,1.6680,7.7271,1.1548,53.55,29.6,241.4
57.7,1200,4.1422,8.8863,-0.6832,,0.6900,1.4698,1.8764,1.8428,,200000,1630,19.86,-7.7313,0.0541,-7.8738,-7.5488,1.1435,-7.5242,2.0379,0.9632,1.7956,7.7281,0.0561,-1.6572,1.6572,7.7425,1.1438,50.35,29.6,241.4
58.2,1210,2.3199,8.9423,-0.6838,,0.6879,0.8165,1.1247,1.8294,,200000,1630,19.93,-7.7962,0.0540,-7.9324,-7.6382,1.1592,-7.7947,1.5205,0.6758,1.3666,7.8037,0.0568,-1.6706,1.6706,7.7927,1.1496,50.18,29.6,241.4
58.8,1220,4.4275,8.9247,-0.6942,,0.6858,1.7083,1.8205,1.8424,,200000,1630,18.46,-7.7778,0.0531,-7.9126,-7.6348,1.1369,-7.5477,2.1036,0.9926,1.8582,7.8184,0.0565,-1.6576,1.6576,7.7875,1.1372,54.17,29.6,241.4
59.3,1230,2.5754,9.0079,-0.6985,,0.6838,0.3872,1.2857,1.8391,,200000,1630,19.05,-7.8639,0.0516,-7.9870,-7.7169,1.1357,-7.7938,1.6060,0.7009,1.4455,7.8935,0.0559,-1.6609,1.6609,7.8719,1.1360,52.49,29.6,241.4
59.8,1240,3.7485,8.9740,-0.6918,,0.6817,1.0168,1.6463,1.8069,,200000,1630,19.05,-7.8277,0.0514,-7.9362,-7.6767,1.1542,-7.6704,1.9383,0.8740,1.7302,7.8066,0.0549,-1.6931,1.6931,7.8195,1.1545,52.50,29.6,241.4
60.3,1250,3.6046,8.9063,-0.7035,,0.6796,0.5375,1.3667,1.8231,,200000,1630,18.96,-7.7736,0.0498,-7.9164,-7.6306,1.1397,-7.7276,1.9047,0.9264,1.6597,8.6807,0.0553,-1.6769,1.6769,7.7663,1.1400,52.75,29.6,241.4
60.8,1260,3.2289,8.9423,-0.7227,,0.6776,0.8772,1.3681,1.8583,,200000,1630,19.76,-7.8190,0.0509,-7.9423,-7.6600,1.1124,-7.8212,1.7991,0.8657,1.5767,8.7984,0.0568,-1.6417,1.6417,7.8296,1.1127,50.60,29.6,241.4
61.4,1270,3.5201,9.0714,-0.7185,,0.6755,0.6186,1.5697,1.8330,,200000,1630,17.24,-7.9373,0.0569,-8.0834,-7.7649,1.1261,-7.8199,1.8747,0.8370,1.6815,8.9541,0.0581,-1.6670,1.6670,7.9450,1.1264,58.02,29.6,241.4
61.9,1280,3.2145,8.9700,-0.7419,,0.6735,0.7963,1.2488,1.8783,,200000,1630,19.13,-7.8937,0.0543,-8.0568,-7.7336,1.0950,-7.8859,1.7927,0.8473,1.5822,8.8928,0.0569,-1.6217,1.6217,7.8774,1.0925,52.28,29.6,241.4
62.4,1290,5.2062,9.0214,-0.7258,,0.6714,2.1768,1.5656,1.8235,,200000,1630,17.85,-7.8926,0.0529,-8.0666,-7.7510,1.1256,-7.6161,2.2755,1.0951,2.0050,8.9189,0.0556,-1.6765,1.6765,7.8954,1.1260,56.03,29.6,241.4
62.9,1300,3.0396,8.9690,-0.7463,,0.6694,1.4345,0.9343,1.8610,,200000,1630,19.29,-7.8588,0.0522,-8.0005,-7.7291,1.0994,-7.9238,1.7441,0.8586,1.5194,8.8030,0.0548,-1.6390,1.6390,7.8715,1.0975,51.85,29.6,241.4
63.5,1310,2.0225,9.0590,-0.7290,,0.6674,2.3543,1.6248,1.8042,,200000,1630,19.46,-7.9068,0.0532,-8.0433,-7.7469,1.1327,-8.0612,1.4083,0.7101,1.2335,8.8781,0.0548,-1.6958,1.6958,7.9269,1.1321,51.39,29.6,241.4
64.0,1320,1.0020,9.0853,-0.7395,,0.6654,3.2712,1.6154,1.8165,,200000,1630,18.96,-7.9501,0.0562,-8.0954,-7.7907,1.1224,-8.1927,0.9474,0.5670,0.8247,7.9278,0.0576,-1.6835,1.6835,7.9648,1.1205,52.74,29.6,241.4
64.5,1330,3.9613,9.1097,-0.7565,,0.6634,1.1410,1.6026,1.8445,,200000,1630,19.22,-8.0189,0.0515,-8.1497,-7.8844,1.0982,-7.8503,1.9846,0.9014,1.7771,8.0908,0.0547,-1.6555,1.6555,8.0111,1.0986,52.03,29.6,241.4
65.0,1340,3.5351,9.0591,-0.7560,,0.6614,0.8550,1.8628,1.8297,,200000,1630,18.53,-7.9411,0.0551,-8.0904,-7.7396,1.1081,-7.9417,1.8841,0.9260,1.6387,8.7944,0.0555,-1.6703,1.6703,7.9541,1.1050,53.97,29.6,241.4
65.5,1350,4.2192,9.0948,-0.7659,,0.6594,0.8277,1.7273,1.8403,,200000,1630,18.52,-8.0004,0.0509,-8.1276,-7.8470,1.0946,-7.8646,2.0547,0.9781,1.8090,8.0044,0.0558,-1.6597,1.6597,8.0002,1.0946,53.99,29.6,241.4
66.1,1360,4.2962,9.1673,-0.7553,,0.6574,1.1349,1.8190,1.8017,,200000,1630,18.62,-8.0480,0.0493,-8.1854,-7.8973,1.1164,-7.8804,2.0704,0.9412,1.8496,9.0071,0.0538,-1.6983,1.6983,8.0505,1.1167,53.70,29.6,241.4
66.6,1370,3.8886,9.0652,-0.7866,,0.6554,0.4589,1.5385,1.8630,,200000,1630,19.95,-8.0098,0.0546,-8.1296,-7.8736,1.0729,-7.9371,1.9723,0.9346,1.7390,9.0641,0.0543,-1.6370,1.6370,7.9920,1.0732,50.12,29.6,241.4
67.1,1380,4.3236,9.1933,-0.7866,,0.6534,1.4683,1.3032,1.8497,,200000,1630,19.31,-8.1101,0.0489,-8.2381,-7.9936,1.0783,-7.9046,2.0799,0.9266,1.8644,8.9808,0.0544,-1.6503,1.6503,8.1147,1.0786,51.80,29.6,241.4
67.6,1390,3.2712,9.1795,-0.7654,,0.6514,0.5935,1.2717,1.7870,,200000,1630,19.55,-8.0681,0.0492,-8.1906,-7.9071,1.1159,-8.0382,1.8120,0.8540,1.5966,8.0353,0.0541,-1.7130,1.7130,8.0633,1.1162,51.16,29.6,241.4
68.2,1400,3.5289,9.1475,-0.8000,,0.6495,0.6311,1.3715,1.8548,,200000,1630,19.23,-8.0751,0.0515,-8.2167,-7.9042,1.0714,-8.0446,1.8846,0.8939,1.6547,8.0478,0.0537,-1.6452,1.6452,8.0787,1.0688,51.99,29.6,241.4
68.7,1410,2.0512,9.1682,-0.8014,,0.6475,2.4573,1.4374,1.8452,,200000,1630,19.97,-8.0898,0.0560,-8.2211,-7.9157,1.0764,-8.2544,1.4177,0.7293,1.2339,8.1173,0.0547,-1.6548,1.6548,8.0964,1.0718,50.06,29.6,241.4
69.2,1420,3.1597,9.2143,-0.8037,,0.6455,0.8084,0.9636,1.8376,,200000,1630,19.43,-8.1371,0.0482,-8.2626,-8.0239,1.0732,-8.1354,1.7759,0.8415,1.5680,9.1104,0.0534,-1.6624,1.6624,8.1408,1.0735,51.47,29.6,241.4
69.7,1430,3.0650,9.2128,-0.7957,,0.6436,1.0146,1.2467,1.8069,,200000,1630,18.77,-8.1249,0.0545,-8.2939,-7.9247,1.0920,-8.1448,1.7540,0.8232,1.5472,8.1226,0.0537,-1.6931,1.6931,8.1227,1.0900,53.29,29.6,241.4
70.2,1440,3.4571,9.2084,-0.8436,,0.6416,0.4335,1.4421,1.9024,,200000,1630,19.40,-8.1699,0.0522,-8.3138,-8.0359,1.0384,-8.1051,1.8649,0.8451,1.6586,9.1139,0.0560,-1.5976,1.5976,8.1830,1.0254,51.53,29.6,241.4
70.8,1450,6.2470,9.2754,-0.8017,,0.6397,3.8047,2.1601,1.7956,,200000,1630,19.18,-8.2046,0.0523,-8.3499,-8.0526,1.0903,-7.7761,2.4813,1.1696,2.2126,9.1033,0.0519,-1.7044,1.7044,8.1847,1.0906,52.14,29.6,241.4
71.3,1460,3.1242,9.1826,-0.8168,,0.6378,1.7618,1.5437,1.8172,,200000,1630,19.86,-8.0999,0.0522,-8.2222,-7.9468,1.0732,-8.1916,1.7624,0.8995,1.5235,8.1420,0.0577,-1.6828,1.6828,8.1090,1.0736,50.35,29.6,241.4
71.8,1470,2.8720,9.3816,-0.8321,,0.6358,0.3957,1.2806,1.8387,,200000,1630,19.85,-8.3079,0.0503,-8.4364,-8.1412,1.0563,-8.2512,1.6986,0.7416,1.5259,8.2629,0.0524,-1.6613,1.6613,8.3250,1.0566,50.37,29.6,241.4
72.3,1480,3.3965,9.3077,-0.8490,,0.6339,0.4584,1.5211,1.8636,,200000,1630,19.26,-8.2811,0.0528,-8.4017,-8.1325,1.0376,-8.1981,1.8455,0.8156,1.6551,8.3025,0.0539,-1.6364,1.6364,8.2701,1.0376,51.92,29.6,241.4
72.8,1490,4.7043,9.1444,-0.8549,,0.6320,0.5087,1.2557,1.8642,,200000,1630,18.62,-8.1127,0.0523,-8.2392,-7.9516,1.0391,-8.0535,2.1715,1.1159,1.8628,8.0994,0.0533,-1.6358,1.6358,8.1103,1.0341,53.70,29.6,241.4
